[0. 0. 0.], [37.28367304801941]
[-2.000e-02  1.000e-02  5.499e+01], [37.91055703163147]
[-3.000e-02  0.000e+00  5.497e+01], [38.0229332447052]
[ 0.32  0.17 55.  ], [38.13770937919617]
[ 0.33  0.11 55.12], [38.25064468383789]
[2.500e-01 5.000e-02 5.505e+01], [38.36311054229736]
[2.300e-01 4.000e-02 5.505e+01], [38.478819847106934]
[2.500e-01 3.000e-02 5.504e+01], [38.592215061187744]
[2.800e-01 4.000e-02 5.506e+01], [38.705416202545166]
[2.800e-01 4.000e-02 5.506e+01], [38.818265199661255]
[3.800e-01 2.000e-02 5.508e+01], [38.931225538253784]
[5.600e-01 1.000e-02 5.517e+01], [39.04452466964722]
[5.10e-01 2.00e-02 5.51e+01], [39.15737462043762]
[5.700e-01 5.000e-02 5.511e+01], [39.2713189125061]
[6.400e-01 4.000e-02 5.511e+01], [39.38408160209656]
[7.200e-01 3.000e-02 5.514e+01], [39.49790835380554]
[8.000e-01 4.000e-02 5.515e+01], [39.61108732223511]
[8.400e-01 5.000e-02 5.517e+01], [39.724443197250366]
[ 0.92  0.08 55.2 ], [39.83745765686035]
[ 1.02  0.07 55.22], [39.9500470161438]
[ 1.07  0.06 55.21], [40.06343984603882]
[1.140e+00 5.000e-02 5.521e+01], [40.177892208099365]
[1.200e+00 5.000e-02 5.524e+01], [40.29040026664734]
[1.270e+00 3.000e-02 5.525e+01], [40.40259552001953]
[1.280e+00 5.000e-02 5.524e+01], [40.515629291534424]
[ 1.36  0.06 55.25], [40.6285457611084]
[1.410e+00 5.000e-02 5.527e+01], [40.74206852912903]
[1.430e+00 3.000e-02 5.527e+01], [40.854514360427856]
[1.480e+00 4.000e-02 5.526e+01], [40.968461990356445]
[ 1.56  0.09 55.27], [41.08131718635559]
[ 1.61  0.11 55.31], [41.19364595413208]
[ 2.11  0.16 55.4 ], [41.30719971656799]
[2.130e+00 4.000e-02 5.538e+01], [41.42000913619995]
[ 2.33  0.1  55.33], [41.532856941223145]
[ 2.44  0.08 55.44], [41.64513373374939]
[ 2.53  0.09 55.39], [41.75857353210449]
[ 2.68  0.14 55.39], [41.87223720550537]
